ORIG,DEST,ROUTE,DIST,TIME,FREQ,COUNT
CLT,MCN,CLT_MCN,570.8153333333332,0.6666666666666666,0.0002892681515765114,1
CLT,MDW,CLT_MDW,1284.3345,1.5,0.0002892681515765114,1
CLT,MRS,CLT_MRS,6621.457866666667,7.733333333333333,0.0002892681515765114,1
CLT,MYR,CLT_MYR,456.65226666666666,0.5333333333333333,0.0002892681515765114,1
CLT,PBI,CLT_PBI,1198.7122,1.4,0.0002892681515765114,1
CLT,PDK,CLT_PDK,570.8153333333332,0.6666666666666666,0.0002892681515765114,4
CLT,PHX,CLT_PHX,3196.5658666666664,3.7333333333333334,0.0002892681515765114,1
CLT,PLS,CLT_PLS,2040.6648166666666,2.3833333333333333,0.0002892681515765114,2
CLT,SNN,CLT_SNN,5508.367966666667,6.433333333333334,0.0002892681515765114,1
CLT,TEB,CLT_TEB,1641.0940833333332,1.9166666666666665,0.0002892681515765114,4
CLT,VRB,CLT_VRB,1027.4676,1.2,0.0002892681515765114,1
CMF,BGR,CMF_BGR,6307.509433333333,7.366666666666666,0.0002892681515765114,1
CMF,MAN,CMF_MAN,1227.2529666666667,1.4333333333333333,0.0002892681515765114,1
CMH,BED,CMH_BED,1170.1714333333332,1.3666666666666667,0.0002892681515765114,2
CMH,DAL,CMH_DAL,1812.3386833333332,2.1166666666666667,0.0002892681515765114,1
CMH,DAY,CMH_DAY,399.5707333333333,0.4666666666666667,0.0002892681515765114,3
CMH,DFW,CMH_DFW,1912.2313666666666,2.2333333333333334,0.0002892681515765114,1
CMH,GRR,CMH_GRR,2154.8278833333334,2.5166666666666666,0.0002892681515765114,1
CMH,HPN,CMH_HPN,1241.52335,1.45,0.0002892681515765114,2
CMH,IAD,CMH_IAD,742.0599333333333,0.8666666666666667,0.0002892681515765114,2
CMH,IND,CMH_IND,499.46341666666666,0.5833333333333334,0.0002892681515765114,1
CMH,JCI,CMH_JCI,1212.9825833333334,1.4166666666666667,0.0002892681515765114,1
CMH,MDW,CMH_MDW,670.7080166666666,0.7833333333333333,0.0002892681515765114,1
CMH,MFD,CMH_MFD,299.67805,0.35,0.0002892681515765114,2
CMH,OPF,CMH_OPF,1869.4202166666664,2.183333333333333,0.0002892681515765114,2
CMH,ROA,CMH_ROA,642.16725,0.75,0.0002892681515765114,1
CMH,SCE,CMH_SCE,699.2487833333333,0.8166666666666667,0.0002892681515765114,1
CMH,SRQ,CMH_SRQ,1683.9052333333334,1.9666666666666668,0.0002892681515765114,2
CMH,SUA,CMH_SUA,1655.3644666666667,1.9333333333333333,0.0002892681515765114,1
CMH,TEB,CMH_TEB,1184.4418166666667,1.3833333333333333,0.0002892681515765114,7
CMH,VNY,CMH_VNY,3910.085033333333,4.566666666666666,0.0002892681515765114,1
CMI,LTN,CMI_LTN,5936.479466666667,6.933333333333334,0.0002892681515765114,1
CMI,MDW,CMI_MDW,442.38188333333335,0.5166666666666667,0.0002892681515765114,1
CNY,IAD,CNY_IAD,2682.8320666666664,3.1333333333333333,0.0002892681515765114,1
COE,SNA,COE_SNA,1840.87945,2.15,0.0002892681515765114,1
COS,HPN,COS_HPN,2640.020916666667,3.0833333333333335,0.0002892681515765114,3
COS,NUQ,COS_NUQ,1969.3128999999997,2.3,0.0002892681515765114,1
COS,PGA,COS_PGA,956.1156833333333,1.1166666666666667,0.0002892681515765114,1
COS,SJC,COS_SJC,1883.6906000000001,2.2,0.0002892681515765114,1
CPH,BFI,CPH_BFI,7991.414666666667,9.333333333333334,0.0002892681515765114,3
CPH,BQH,CPH_BQH,1241.52335,1.45,0.0002892681515765114,1
CPH,PHX,CPH_PHX,8633.581916666666,10.083333333333334,0.0002892681515765114,1
CPH,VLC,CPH_VLC,2311.8021,2.7,0.0002892681515765114,1
CPT,KGL,CPT_KGL,4067.05925,4.75,0.0002892681515765114,1
CPT,SID,CPT_SID,7463.410483333333,8.716666666666667,0.0002892681515765114,1
CRE,HYA,CRE_HYA,1312.8752666666664,1.5333333333333332,0.0002892681515765114,1
CRE,LAS,CRE_LAS,3667.4885166666663,4.283333333333333,0.0002892681515765114,1
CSL,LAX,CSL_LAX,1812.3386833333332,2.1166666666666667,0.0002892681515765114,2
CSL,LRD,CSL_LRD,1155.90105,1.35,0.0002892681515765114,1
CSL,MCI,CSL_MCI,2497.317083333333,2.9166666666666665,0.0002892681515765114,1
CSL,MSY,CSL_MSY,2169.0982666666664,2.533333333333333,0.0002892681515765114,1
CSL,SAN,CSL_SAN,1569.7421666666667,1.8333333333333335,0.0002892681515765114,1
CSL,SCF,CSL_SCF,1441.3087166666667,1.6833333333333333,0.0002892681515765114,2
CSL,SFO,CSL_SFO,2340.3428666666664,2.7333333333333334,0.0002892681515765114,1
CSL,SJD,CSL_SJD,299.67805,0.35,0.0002892681515765114,3
CSL,SLC,CSL_SLC,1969.3128999999997,2.3,0.0002892681515765114,1
CSL,TEB,CSL_TEB,3610.4069833333333,4.216666666666667,0.0002892681515765114,1
CTA,ARN,CTA_ARN,2782.72475,3.25,0.0002892681515765114,1
CTA,BED,CTA_BED,7691.736616666665,8.983333333333333,0.0002892681515765114,1
CTA,HPN,CTA_HPN,8305.363099999999,9.7,0.0002892681515765114,2
CTA,NAP,CTA_NAP,656.4376333333333,0.7666666666666667,0.0002892681515765114,1
CTA,TEB,CTA_TEB,7763.088533333333,9.066666666666666,0.0002892681515765114,2
CTH,PBI,CTH_PBI,1712.446,2.0,0.0002892681515765114,1
CTH,TEB,CTH_TEB,385.30035,0.45,0.0002892681515765114,1
CUN,BZE,CUN_BZE,599.3561,0.7,0.0002892681515765114,1
CUN,FLL,CUN_FLL,1184.4418166666667,1.3833333333333333,0.0002892681515765114,1
CUN,LIR,CUN_LIR,1284.3345,1.5,0.0002892681515765114,2
CUN,MSY,CUN_MSY,1298.6048833333332,1.5166666666666666,0.0002892681515765114,1
CUN,NAS,CUN_NAS,1056.0083666666667,1.2333333333333334,0.0002892681515765114,1
CUN,PIE,CUN_PIE,1127.3602833333332,1.3166666666666667,0.0002892681515765114,1
CUR,MIA,CUR_MIA,2197.639033333333,2.5666666666666664,0.0002892681515765114,1
CUZ,CUZ,CUZ_CUZ,356.75958333333335,0.4166666666666667,0.0002892681515765114,1
CUZ,LIM,CUZ_LIM,941.8453000000001,1.1,0.0002892681515765114,2
CUZ,PIO,CUZ_PIO,684.9784,0.8,0.0002892681515765114,1
CWL,BOS,CWL_BOS,5408.475283333333,6.316666666666666,0.0002892681515765114,1
CXO,PBI,CXO_PBI,1598.2829333333332,1.8666666666666667,0.0002892681515765114,2
CXO,RNO,CXO_RNO,2882.6174333333333,3.3666666666666667,0.0002892681515765114,1
CZM,GUA,CZM_GUA,956.1156833333333,1.1166666666666667,0.0002892681515765114,1
DAB,PBI,DAB_PBI,542.2745666666666,0.6333333333333333,0.0002892681515765114,1
DAL,ABQ,DAL_ABQ,1298.6048833333332,1.5166666666666666,0.0002892681515765114,2
DAL,ALB,DAL_ALB,2268.99095,2.65,0.0002892681515765114,1
DAL,ANC,DAL_ANC,5180.149149999999,6.05,0.0002892681515765114,1
DAL,APA,DAL_APA,1469.8494833333334,1.7166666666666668,0.0002892681515765114,4
DAL,APC,DAL_APC,2697.10245,3.15,0.0002892681515765114,1
DAL,ASE,DAL_ASE,1512.6606333333332,1.7666666666666666,0.0002892681515765114,1
DAL,DWH,DAL_DWH,627.8968666666666,0.7333333333333333,0.0002892681515765114,8
DAL,AXA,DAL_AXA,3624.6773666666663,4.233333333333333,0.0002892681515765114,1
DAL,BFI,DAL_BFI,3125.21395,3.65,0.0002892681515765114,2
DAL,BNA,DAL_BNA,984.6564499999998,1.15,0.0002892681515765114,1
DAL,BTR,DAL_BTR,727.78955,0.85,0.0002892681515765114,1
DAL,CLT,DAL_CLT,1612.5533166666667,1.8833333333333333,0.0002892681515765114,1
DAL,COS,DAL_COS,1198.7122,1.4,0.0002892681515765114,1
DAL,CSL,DAL_CSL,2097.74635,2.45,0.0002892681515765114,2
DAL,DAV,DAL_DAV,3267.917783333333,3.8166666666666664,0.0002892681515765114,1
BOS,TEB,BOS_TEB,813.41185,0.95,0.0002892681515765114,12
DAL,EDC,DAL_EDC,470.92265000000003,0.55,0.0002892681515765114,1
DAL,EGE,DAL_EGE,1455.5791,1.7,0.0002892681515765114,1
DAL,FOK,DAL_FOK,2511.587466666667,2.9333333333333336,0.0002892681515765114,1
DAL,FRG,DAL_FRG,2283.261333333333,2.6666666666666665,0.0002892681515765114,1
DAL,FTW,DAL_FTW,371.02996666666667,0.43333333333333335,0.0002892681515765114,1
DAL,GJT,DAL_GJT,1669.63485,1.95,0.0002892681515765114,1
DAL,GVA,DAL_GVA,7748.81815,9.05,0.0002892681515765114,1
DAL,HOU,DAL_HOU,656.4376333333333,0.7666666666666667,0.0002892681515765114,5
DAL,HPN,DAL_HPN,2483.0467,2.9,0.0002892681515765114,3
DAL,HSH,DAL_HSH,2054.9352,2.4,0.0002892681515765114,1
DAL,HVN,DAL_HVN,2554.3986166666664,2.9833333333333334,0.0002892681515765114,1
DAL,IAD,DAL_IAD,1869.4202166666664,2.183333333333333,0.0002892681515765114,2
DAL,IAH,DAL_IAH,642.16725,0.75,0.0002892681515765114,3
DAL,ICT,DAL_ICT,770.6007,0.9,0.0002892681515765114,1
DAL,INT,DAL_INT,1541.2014,1.8,0.0002892681515765114,1
DAL,ISM,DAL_ISM,1712.446,2.0,0.0002892681515765114,2
DAL,JCI,DAL_JCI,899.03415,1.05,0.0002892681515765114,1
DAL,JZI,DAL_JZI,1469.8494833333334,1.7166666666666668,0.0002892681515765114,1
DAL,KOA,DAL_KOA,6407.402116666666,7.483333333333333,0.0002892681515765114,1
DAL,LAL,DAL_LAL,1698.1756166666667,1.9833333333333334,0.0002892681515765114,3
DAL,LAS,DAL_LAS,2012.12405,2.35,0.0002892681515765114,2
DAL,LNS,DAL_LNS,2126.2871166666664,2.4833333333333334,0.0002892681515765114,1
DAL,MBJ,DAL_MBJ,2768.4543666666664,3.2333333333333334,0.0002892681515765114,3
DAL,MDW,DAL_MDW,1498.39025,1.75,0.0002892681515765114,1
DAL,MEM,DAL_MEM,856.223,1.0,0.0002892681515765114,1
DAL,MHH,DAL_MHH,1897.9609833333334,2.216666666666667,0.0002892681515765114,1
DAL,MIA,DAL_MIA,1926.50175,2.25,0.0002892681515765114,5
DAL,MRS,DAL_MRS,8148.388883333334,9.516666666666667,0.0002892681515765114,1
DAL,MRY,DAL_MRY,2554.3986166666664,2.9833333333333334,0.0002892681515765114,1
DAL,MSY,DAL_MSY,827.6822333333333,0.9666666666666667,0.0002892681515765114,3
DAL,MTY,DAL_MTY,1198.7122,1.4,0.0002892681515765114,1
DAL,NCE,DAL_NCE,7862.981216666666,9.183333333333334,0.0002892681515765114,1
DAL,NEW,DAL_NEW,899.03415,1.05,0.0002892681515765114,1
DAL,NUQ,DAL_NUQ,2825.5359,3.3,0.0002892681515765114,1
DAL,OMA,DAL_OMA,1098.8195166666665,1.2833333333333332,0.0002892681515765114,1
DAL,OPF,DAL_OPF,1897.9609833333334,2.216666666666667,0.0002892681515765114,1
DAL,ORD,DAL_ORD,1455.5791,1.7,0.0002892681515765114,1
DAL,PBI,DAL_PBI,1812.3386833333332,2.1166666666666667,0.0002892681515765114,4
DAL,PDK,DAL_PDK,1284.3345,1.5,0.0002892681515765114,3
DAL,PGA,DAL_PGA,1526.9310166666664,1.7833333333333332,0.0002892681515765114,1
DAL,PTY,DAL_PTY,3524.784683333333,4.116666666666666,0.0002892681515765114,1
DAL,PVR,DAL_PVR,1869.4202166666664,2.183333333333333,0.0002892681515765114,1
DAL,PWK,DAL_PWK,1512.6606333333332,1.7666666666666666,0.0002892681515765114,1
DAL,QTK,DAL_QTK,899.03415,1.05,0.0002892681515765114,4
DAL,SAF,DAL_SAF,1241.52335,1.45,0.0002892681515765114,2
DAL,SAN,DAL_SAN,1955.0425166666664,2.283333333333333,0.0002892681515765114,1
DAL,SAT,DAL_SAT,827.6822333333333,0.9666666666666667,0.0002892681515765114,4
DAL,SAW,DAL_SAW,9518.345683333333,11.116666666666667,0.0002892681515765114,1
DAL,SBA,DAL_SBA,2297.531716666667,2.6833333333333336,0.0002892681515765114,1
DAL,SBN,DAL_SBN,1569.7421666666667,1.8333333333333335,0.0002892681515765114,2
DAL,SCF,DAL_SCF,1926.50175,2.25,0.0002892681515765114,1
DAL,SFO,DAL_SFO,2811.2655166666664,3.283333333333333,0.0002892681515765114,1
DAL,SGR,DAL_SGR,699.2487833333333,0.8166666666666667,0.0002892681515765114,5
DAL,SJO,DAL_SJO,3039.59165,3.55,0.0002892681515765114,1
DAL,SLC,DAL_SLC,1969.3128999999997,2.3,0.0002892681515765114,3
DAL,SUN,DAL_SUN,2283.261333333333,2.6666666666666665,0.0002892681515765114,1
DAL,TEB,DAL_TEB,2254.7205666666664,2.6333333333333333,0.0002892681515765114,2
DAL,TLC,DAL_TLC,1826.6090666666666,2.1333333333333333,0.0002892681515765114,3
DAL,TMB,DAL_TMB,1769.5275333333334,2.066666666666667,0.0002892681515765114,1
DAL,TPA,DAL_TPA,1598.2829333333332,1.8666666666666667,0.0002892681515765114,1
DAL,TRM,DAL_TRM,2169.0982666666664,2.533333333333333,0.0002892681515765114,1
DAL,TXK,DAL_TXK,499.46341666666666,0.5833333333333334,0.0002892681515765114,1
DAL,VNY,DAL_VNY,2383.1540166666664,2.783333333333333,0.0002892681515765114,1
DAL,XWA,DAL_XWA,2126.2871166666664,2.4833333333333334,0.0002892681515765114,1
DAV,LAL,DAV_LAL,2311.8021,2.7,0.0002892681515765114,1
DAY,CMH,DAY_CMH,328.21881666666667,0.38333333333333336,0.0002892681515765114,5
DBV,MOT,DBV_MOT,8205.470416666667,9.583333333333334,0.0002892681515765114,1
DBV,TEB,DBV_TEB,8262.55195,9.65,0.0002892681515765114,2
DBV,TIV,DBV_TIV,256.8669,0.3,0.0002892681515765114,1
DEL,BLR,DEL_BLR,3310.7289333333333,3.8666666666666667,0.0002892681515765114,1
DEL,BOM,DEL_BOM,1655.3644666666667,1.9333333333333333,0.0002892681515765114,1
DEN,BKL,DEN_BKL,1855.1498333333332,2.1666666666666665,0.0002892681515765114,1
DEN,CHA,DEN_CHA,1812.3386833333332,2.1166666666666667,0.0002892681515765114,1
DEN,DAL,DEN_DAL,1184.4418166666667,1.3833333333333333,0.0002892681515765114,1
DEN,EGE,DEN_EGE,413.84111666666666,0.48333333333333334,0.0002892681515765114,1
DEN,IAH,DEN_IAH,1612.5533166666667,1.8833333333333333,0.0002892681515765114,1
DEN,ICT,DEN_ICT,813.41185,0.95,0.0002892681515765114,2
DEN,LAS,DEN_LAS,1227.2529666666667,1.4333333333333333,0.0002892681515765114,1
DEN,LBG,DEN_LBG,7420.599333333333,8.666666666666666,0.0002892681515765114,1
DEN,LIH,DEN_LIH,5836.586783333333,6.816666666666666,0.0002892681515765114,1
DEN,LTN,DEN_LTN,6864.054383333334,8.016666666666667,0.0002892681515765114,1
DEN,MDW,DEN_MDW,1526.9310166666664,1.7833333333333332,0.0002892681515765114,1
DEN,NCE,DEN_NCE,7791.6293,9.1,0.0002892681515765114,1
DEN,RSW,DEN_RSW,2911.1582,3.4,0.0002892681515765114,1
DEN,SFO,DEN_SFO,1983.583283333333,2.3166666666666664,0.0002892681515765114,1
DEN,SJC,DEN_SJC,1798.0683,2.1,0.0002892681515765114,1
DEN,TKF,DEN_TKF,1427.0383333333332,1.6666666666666665,0.0002892681515765114,1
DET,ASE,DET_ASE,2354.61325,2.75,0.0002892681515765114,1
DET,DTW,DET_DTW,242.59651666666664,0.2833333333333333,0.0002892681515765114,1
DET,LAL,DET_LAL,1755.2571499999997,2.05,0.0002892681515765114,1
DFW,APA,DFW_APA,1270.0641166666667,1.4833333333333334,0.0002892681515765114,1
DFW,AUS,DFW_AUS,841.9526166666666,0.9833333333333333,0.0002892681515765114,1
DFW,DAL,DFW_DAL,328.21881666666667,0.38333333333333336,0.0002892681515765114,4
DFW,HPN,DFW_HPN,2283.261333333333,2.6666666666666665,0.0002892681515765114,2
DFW,ICT,DFW_ICT,684.9784,0.8,0.0002892681515765114,1
DFW,OMA,DFW_OMA,1098.8195166666665,1.2833333333333332,0.0002892681515765114,1
DIA,MAD,DIA_MAD,6607.187483333333,7.716666666666667,0.0002892681515765114,1
DIA,RUH,DIA_RUH,1113.0899,1.3,0.0002892681515765114,2
DIJ,APF,DIJ_APF,8319.633483333333,9.716666666666667,0.0002892681515765114,1
DIJ,BFI,DIJ_BFI,8519.418849999998,9.95,0.0002892681515765114,1
DIJ,LBG,DIJ_LBG,499.46341666666666,0.5833333333333334,0.0002892681515765114,2
DIJ,PDX,DIJ_PDX,8276.822333333332,9.666666666666666,0.0002892681515765114,1
DIJ,PEG,DIJ_PEG,913.3045333333333,1.0666666666666667,0.0002892681515765114,1
DIJ,STN,DIJ_STN,899.03415,1.05,0.0002892681515765114,1
DLG,ANC,DLG_ANC,742.0599333333333,0.8666666666666667,0.0002892681515765114,1
DLH,ICT,DLH_ICT,1312.8752666666664,1.5333333333333332,0.0002892681515765114,1
DLH,LAS,DLH_LAS,2540.1282333333334,2.966666666666667,0.0002892681515765114,1
DLH,LAX,DLH_LAX,2925.428583333333,3.4166666666666665,0.0002892681515765114,1
DLH,LTN,DLH_LTN,6207.616749999999,7.25,0.0002892681515765114,1
DLH,MXP,DLH_MXP,7178.002816666666,8.383333333333333,0.0002892681515765114,1
DLH,VNY,DLH_VNY,2968.2397333333333,3.466666666666667,0.0002892681515765114,1
DLS,YVR,DLS_YVR,656.4376333333333,0.7666666666666667,0.0002892681515765114,1
DMK,KUL,DMK_KUL,1598.2829333333332,1.8666666666666667,0.0002892681515765114,2
DMM,DXB,DMM_DXB,856.223,1.0,0.0002892681515765114,1
DMM,MAD,DMM_MAD,6293.239049999999,7.35,0.0002892681515765114,1
DMM,RSI,DMM_RSI,1584.01255,1.85,0.0002892681515765114,1
DOL,HPN,DOL_HPN,6264.698283333333,7.316666666666666,0.0002892681515765114,1
DPA,HUF,DPA_HUF,470.92265000000003,0.55,0.0002892681515765114,1
DPA,ISO,DPA_ISO,1270.0641166666667,1.4833333333333334,0.0002892681515765114,1
DPA,MIA,DPA_MIA,2311.8021,2.7,0.0002892681515765114,1
DPA,SXM,DPA_SXM,3424.892,4.0,0.0002892681515765114,1
DPA,TEB,DPA_TEB,1355.6864166666667,1.5833333333333335,0.0002892681515765114,1
DPS,DWC,DPS_DWC,7948.603516666666,9.283333333333333,0.0002892681515765114,1
DPS,KUL,DPS_KUL,2169.0982666666664,2.533333333333333,0.0002892681515765114,1
DPS,TMC,DPS_TMC,684.9784,0.8,0.0002892681515765114,2
DSI,BHM,DSI_BHM,642.16725,0.75,0.0002892681515765114,1
DSI,SGR,DSI_SGR,1241.52335,1.45,0.0002892681515765114,1
DSM,BFI,DSM_BFI,2739.9136,3.2,0.0002892681515765114,1
DSM,MDW,DSM_MDW,699.2487833333333,0.8166666666666667,0.0002892681515765114,1
DSM,SDF,DSM_SDF,998.9268333333333,1.1666666666666667,0.0002892681515765114,1
DSM,SNA,DSM_SNA,2397.4244,2.8,0.0002892681515765114,1
DSM,YYC,DSM_YYC,2097.74635,2.45,0.0002892681515765114,1
DTW,EGE,DTW_EGE,2354.61325,2.75,0.0002892681515765114,1
DTW,IAD,DTW_IAD,941.8453000000001,1.1,0.0002892681515765114,2
DTW,LAL,DTW_LAL,1869.4202166666664,2.183333333333333,0.0002892681515765114,1
DTW,MDW,DTW_MDW,585.0857166666666,0.6833333333333333,0.0002892681515765114,1
DTW,TEB,DTW_TEB,913.3045333333333,1.0666666666666667,0.0002892681515765114,1
DTW,VNY,DTW_VNY,3410.6216166666663,3.9833333333333334,0.0002892681515765114,2
DUB,AMS,DUB_AMS,927.5749166666666,1.0833333333333333,0.0002892681515765114,1
DUB,BQH,DUB_BQH,970.3860666666666,1.1333333333333333,0.0002892681515765114,1
DUB,BWI,DUB_BWI,5965.020233333333,6.966666666666667,0.0002892681515765114,1
DUB,EWR,DUB_EWR,5965.020233333333,6.966666666666667,0.0002892681515765114,1
DUB,LAX,DUB_LAX,8605.041150000001,10.05,0.0002892681515765114,2
DUB,LTN,DUB_LTN,742.0599333333333,0.8666666666666667,0.0002892681515765114,2
DUB,MRS,DUB_MRS,1512.6606333333332,1.7666666666666666,0.0002892681515765114,1
DUB,TEB,DUB_TEB,5922.209083333333,6.916666666666667,0.0002892681515765114,4
DWC,DPS,DWC_DPS,7120.921283333333,8.316666666666666,0.0002892681515765114,1
DWC,HLP,DWC_HLP,6307.509433333333,7.366666666666666,0.0002892681515765114,1
DWC,MAD,DWC_MAD,7063.839749999999,8.25,0.0002892681515765114,1
DWC,NCE,DWC_NCE,6121.99445,7.15,0.0002892681515765114,1
DWH,ASE,DWH_ASE,1812.3386833333332,2.1166666666666667,0.0002892681515765114,1
DWH,AUS,DWH_AUS,456.65226666666666,0.5333333333333333,0.0002892681515765114,2
DWH,DAL,DWH_DAL,613.6264833333333,0.7166666666666667,0.0002892681515765114,3
DWH,EGE,DWH_EGE,2169.0982666666664,2.533333333333333,0.0002892681515765114,8
DWH,ELH,DWH_ELH,1826.6090666666666,2.1333333333333333,0.0002892681515765114,1
DWH,HOU,DWH_HOU,256.8669,0.3,0.0002892681515765114,1
DWH,IAH,DWH_IAH,299.67805,0.35,0.0002892681515765114,1
DWH,LAS,DWH_LAS,2425.965166666667,2.8333333333333335,0.0002892681515765114,2
DWH,MHH,DWH_MHH,1798.0683,2.1,0.0002892681515765114,1
DWH,NAS,DWH_NAS,2311.8021,2.7,0.0002892681515765114,6
DWH,PAC,DWH_PAC,2996.7805,3.5,0.0002892681515765114,1
DWH,PBI,DWH_PBI,1612.5533166666667,1.8833333333333333,0.0002892681515765114,1
DWH,RDU,DWH_RDU,1698.1756166666667,1.9833333333333334,0.0002892681515765114,1
DWH,TEB,DWH_TEB,2483.0467,2.9,0.0002892681515765114,2
DXB,DMM,DXB_DMM,841.9526166666666,0.9833333333333333,0.0002892681515765114,1
DXB,SNN,DXB_SNN,7648.925466666667,8.933333333333334,0.0002892681515765114,1
ECP,DAL,ECP_DAL,1484.1198666666667,1.7333333333333334,0.0002892681515765114,1
ECP,LAL,ECP_LAL,670.7080166666666,0.7833333333333333,0.0002892681515765114,1
ECP,PIT,ECP_PIT,1412.76795,1.65,0.0002892681515765114,1
ECP,QSH,ECP_QSH,670.7080166666666,0.7833333333333333,0.0002892681515765114,1
EDC,MIA,EDC_MIA,1812.3386833333332,2.1166666666666667,0.0002892681515765114,1
EDC,MSN,EDC_MSN,1798.0683,2.1,0.0002892681515765114,1
EDI,AUS,EDI_AUS,7591.843933333334,8.866666666666667,0.0002892681515765114,1
EDI,FAB,EDI_FAB,827.6822333333333,0.9666666666666667,0.0002892681515765114,1
EDI,HPN,EDI_HPN,5437.016049999999,6.35,0.0002892681515765114,1
EDI,MAD,EDI_MAD,2097.74635,2.45,0.0002892681515765114,1
EDI,MHH,EDI_MHH,6749.891316666666,7.883333333333333,0.0002892681515765114,1
EDI,MLA,EDI_MLA,2697.10245,3.15,0.0002892681515765114,1
EDI,SRQ,EDI_SRQ,7549.032783333333,8.816666666666666,0.0002892681515765114,1
EDI,ZRH,EDI_ZRH,1369.9568,1.6,0.0002892681515765114,1
EGC,TEB,EGC_TEB,6293.239049999999,7.35,0.0002892681515765114,1
EGE,APA,EGE_APA,613.6264833333333,0.7166666666666667,0.0002892681515765114,5
EGE,AUS,EGE_AUS,1555.4717833333332,1.8166666666666667,0.0002892681515765114,3
EGE,BNA,EGE_BNA,1683.9052333333334,1.9666666666666668,0.0002892681515765114,2
EGE,BZN,EGE_BZN,1084.5491333333332,1.2666666666666666,0.0002892681515765114,2
EGE,CLD,EGE_CLD,1441.3087166666667,1.6833333333333333,0.0002892681515765114,1
EGE,DAL,EGE_DAL,1455.5791,1.7,0.0002892681515765114,2
EGE,DEN,EGE_DEN,499.46341666666666,0.5833333333333334,0.0002892681515765114,2
EGE,DWH,EGE_DWH,1683.9052333333334,1.9666666666666668,0.0002892681515765114,4
EGE,HPN,EGE_HPN,2825.5359,3.3,0.0002892681515765114,1
EGE,HRL,EGE_HRL,1840.87945,2.15,0.0002892681515765114,1
EGE,HSH,EGE_HSH,1070.27875,1.25,0.0002892681515765114,1
EGE,IAD,EGE_IAD,2525.85785,2.95,0.0002892681515765114,1
EGE,LAX,EGE_LAX,1441.3087166666667,1.6833333333333333,0.0002892681515765114,2
EGE,MTJ,EGE_MTJ,313.9484333333333,0.36666666666666664,0.0002892681515765114,1
EGE,NUQ,EGE_NUQ,1584.01255,1.85,0.0002892681515765114,1
EGE,OPF,EGE_OPF,2911.1582,3.4,0.0002892681515765114,2
EGE,PBI,EGE_PBI,2882.6174333333333,3.3666666666666667,0.0002892681515765114,3
EGE,PSF,EGE_PSF,2811.2655166666664,3.283333333333333,0.0002892681515765114,1
EGE,PSP,EGE_PSP,1227.2529666666667,1.4333333333333333,0.0002892681515765114,1
EGE,SDX,EGE_SDX,998.9268333333333,1.1666666666666667,0.0002892681515765114,1
EGE,SFO,EGE_SFO,1455.5791,1.7,0.0002892681515765114,2
EGE,SGR,EGE_SGR,1712.446,2.0,0.0002892681515765114,1
EGE,SLC,EGE_SLC,1412.76795,1.65,0.0002892681515765114,1
EGE,TEB,EGE_TEB,2825.5359,3.3,0.0002892681515765114,2
EGE,VNY,EGE_VNY,1641.0940833333332,1.9166666666666665,0.0002892681515765114,2
EIS,ANU,EIS_ANU,585.0857166666666,0.6833333333333333,0.0002892681515765114,1
EIS,APF,EIS_APF,2468.7763166666664,2.8833333333333333,0.0002892681515765114,1
ELH,BOS,ELH_BOS,2311.8021,2.7,0.0002892681515765114,1
ELH,MHH,ELH_MHH,271.1372833333333,0.31666666666666665,0.0002892681515765114,1
ELH,MIA,ELH_MIA,699.2487833333333,0.8166666666666667,0.0002892681515765114,1
ELH,PBI,ELH_PBI,870.4933833333332,1.0166666666666666,0.0002892681515765114,1
ELH,PLS,ELH_PLS,813.41185,0.95,0.0002892681515765114,1
ELP,HSH,ELP_HSH,1170.1714333333332,1.3666666666666667,0.0002892681515765114,1
ERI,PTK,ERI_PTK,599.3561,0.7,0.0002892681515765114,1
EUG,CNY,EUG_CNY,1369.9568,1.6,0.0002892681515765114,1
EUG,LAS,EUG_LAS,1341.4160333333332,1.5666666666666667,0.0002892681515765114,2
EVE,MUC,EVE_MUC,2454.5059333333334,2.8666666666666667,0.0002892681515765114,1
EVE,TEB,EVE_TEB,5736.6941,6.7,0.0002892681515765114,1
EVN,KUT,EVN_KUT,585.0857166666666,0.6833333333333333,0.0002892681515765114,1
EWR,ACC,EWR_ACC,8433.79655,9.85,0.0002892681515765114,1
EWR,AHN,EWR_AHN,1427.0383333333332,1.6666666666666665,0.0002892681515765114,1
EWR,BHB,EWR_BHB,884.7637666666667,1.0333333333333334,0.0002892681515765114,1
EWR,CAI,EWR_CAI,8419.526166666667,9.833333333333334,0.0002892681515765114,1
EWR,DAL,EWR_DAL,2383.1540166666664,2.783333333333333,0.0002892681515765114,1
EWR,DUB,EWR_DUB,4709.2265,5.5,0.0002892681515765114,1
EWR,EGE,EWR_EGE,3481.973533333333,4.066666666666666,0.0002892681515765114,1
EWR,IAD,EWR_IAD,613.6264833333333,0.7166666666666667,0.0002892681515765114,1
EWR,MHH,EWR_MHH,1883.6906000000001,2.2,0.0001446340757882557,1
EWR,MIA,EWR_MIA,1940.7721333333332,2.2666666666666666,0.0001446340757882557,1
EWR,NAS,EWR_NAS,1969.3128999999997,2.3,0.0001446340757882557,1
EWR,ORH,EWR_ORH,456.65226666666666,0.5333333333333333,0.0001446340757882557,1
EWR,PBI,EWR_PBI,2097.74635,2.45,0.0001446340757882557,3
