ORIG,DEST,ROUTE,DIST,TIME,FREQ,COUNT
ABE,TEB,ABE_TEB,356.75958333333335,0.4166666666666667,0.00506219265258895,1
ABQ,APA,ABQ_APA,742.0599333333333,0.8666666666666667,0.004194388197859416,2
ABQ,BDL,ABQ_BDL,2796.9951333333333,3.2666666666666666,0.0037604859704946487,1
ABQ,FTW,ABQ_FTW,1127.3602833333332,1.3166666666666667,0.0037604859704946487,1
ABQ,LAX,ABQ_LAX,1384.2271833333332,1.6166666666666667,0.0033265837431298816,1
ACC,BOS,ACC_BOS,9075.9638,10.6,0.003181949667341626,2
ACC,BQH,ACC_BQH,5822.3164,6.8,0.0028926815157651145,1
ACC,MUB,ACC_MUB,4038.5184833333333,4.716666666666667,0.0028926815157651145,1
ACK,CLT,ACK_CLT,1584.01255,1.85,0.0027480474399768588,1
ACK,HPN,ACK_HPN,556.54495,0.65,0.0027480474399768588,1
ACK,IAD,ACK_IAD,1284.3345,1.5,0.0027480474399768588,4
ACK,PBI,ACK_PBI,2397.4244,2.8,0.0026034133641886026,1
ACK,PWK,ACK_PWK,1726.7163833333332,2.0166666666666666,0.0026034133641886026,1
ACY,ANC,ACY_ANC,5693.88295,6.65,0.0026034133641886026,1
ACY,MIA,ACY_MIA,2054.9352,2.4,0.0023141452126120912,2
ACY,PHL,ACY_PHL,242.59651666666664,0.2833333333333333,0.0021695111368238355,2
ACY,TEB,ACY_TEB,499.46341666666666,0.5833333333333334,0.00202487706103558,2
ACY,TLC,ACY_TLC,3367.810466666667,3.9333333333333336,0.00202487706103558,1
ADS,DAL,ADS_DAL,214.05575,0.25,0.00202487706103558,1
ADS,ROC,ADS_ROC,1812.3386833333332,2.1166666666666667,0.0018802429852473243,1
ADS,SEA,ADS_SEA,2968.2397333333333,3.466666666666667,0.0018802429852473243,1
AEP,EZE,AEP_EZE,242.59651666666664,0.2833333333333333,0.0018802429852473243,2
AEP,OPF,AEP_OPF,7477.680866666666,8.733333333333333,0.0018802429852473243,1
AEP,TEB,AEP_TEB,8704.933833333333,10.166666666666666,0.0018802429852473243,1
AEY,RKV,AEY_RKV,485.1930333333333,0.5666666666666667,0.0018802429852473243,1
AFW,DAL,AFW_DAL,428.1115,0.5,0.0018802429852473243,1
AGP,HPN,AGP_HPN,6535.835566666666,7.633333333333333,0.0018802429852473243,1
AGP,IBZ,AGP_IBZ,799.1414666666666,0.9333333333333333,0.0018802429852473243,1
AGP,LTN,AGP_LTN,1940.7721333333332,2.2666666666666666,0.0017356089094590686,1
AGP,PIK,AGP_PIK,2283.261333333333,2.6666666666666665,0.0017356089094590686,1
AGS,AVL,AGS_AVL,413.84111666666666,0.48333333333333334,0.0017356089094590686,1
AGS,HOU,AGS_HOU,1826.6090666666666,2.1333333333333333,0.001590974833670813,1
AGS,MMU,AGS_MMU,1113.0899,1.3,0.001590974833670813,1
AGS,PBI,AGS_PBI,884.7637666666667,1.0333333333333334,0.001590974833670813,1
AGS,TEB,AGS_TEB,1455.5791,1.7,0.001590974833670813,1
AGU,QRO,AGU_QRO,399.5707333333333,0.4666666666666667,0.001590974833670813,1
AHN,MIA,AHN_MIA,1412.76795,1.65,0.001590974833670813,1
AHN,TEB,AHN_TEB,1255.7937333333334,1.4666666666666668,0.0013017066820943013,2
AIK,PBI,AIK_PBI,1212.9825833333334,1.4166666666666667,0.0013017066820943013,1
AKL,HNL,AKL_HNL,6835.513616666666,7.983333333333333,0.0013017066820943013,1
AKL,SYD,AKL_SYD,2425.965166666667,2.8333333333333335,0.0013017066820943013,1
ALB,LTN,ALB_LTN,5437.016049999999,6.35,0.0013017066820943013,3
ALB,PSM,ALB_PSM,485.1930333333333,0.5666666666666667,0.0011570726063060456,1
ALB,UGN,ALB_UGN,1427.0383333333332,1.6666666666666665,0.0011570726063060456,1
AMS,BFI,AMS_BFI,8034.225816666666,9.383333333333333,0.0011570726063060456,1
AMS,BIO,AMS_BIO,1298.6048833333332,1.5166666666666666,0.0011570726063060456,1
AMS,FAB,AMS_FAB,742.0599333333333,0.8666666666666667,0.0011570726063060456,1
AMS,FOK,AMS_FOK,5865.127549999999,6.85,0.0011570726063060456,1
AMS,IAD,AMS_IAD,7049.569366666666,8.233333333333333,0.0011570726063060456,1
AMS,KRS,AMS_KRS,899.03415,1.05,0.0011570726063060456,1
AMS,LHR,AMS_LHR,841.9526166666666,0.9833333333333333,0.0011570726063060456,1
AMS,MDW,AMS_MDW,7120.921283333333,8.316666666666666,0.0011570726063060456,1
AMS,MXP,AMS_MXP,1184.4418166666667,1.3833333333333333,0.00101243853051779,1
AMS,ORD,AMS_ORD,7406.32895,8.65,0.00101243853051779,1
AMS,PMI,AMS_PMI,1641.0940833333332,1.9166666666666665,0.00101243853051779,1
AMS,SLC,AMS_SLC,7962.8739000000005,9.3,0.00101243853051779,1
AMS,STN,AMS_STN,627.8968666666666,0.7333333333333333,0.00101243853051779,1
AMS,TEB,AMS_TEB,6307.509433333333,7.366666666666666,0.00101243853051779,1
ANC,BFI,ANC_BFI,2440.23555,2.85,0.00101243853051779,3
ANC,DAL,ANC_DAL,4752.037649999999,5.55,0.00101243853051779,1
ANC,GMP,ANC_GMP,7035.298983333333,8.216666666666667,0.00101243853051779,1
ANC,HGH,ANC_HGH,7891.521983333333,9.216666666666667,0.00101243853051779,1
ANC,HND,ANC_HND,6364.590966666667,7.433333333333334,0.00101243853051779,3
ANC,HPN,ANC_HPN,5180.149149999999,6.05,0.00101243853051779,1
ANC,JNU,ANC_JNU,1056.0083666666667,1.2333333333333334,0.00101243853051779,2
ANC,KIX,ANC_KIX,6792.702466666667,7.933333333333334,0.00101243853051779,1
ANC,OPF,ANC_OPF,6179.075983333333,7.216666666666667,0.00101243853051779,2
ANC,PEK,ANC_PEK,8490.878083333333,9.916666666666666,0.00101243853051779,1
ANC,PKX,ANC_PKX,8776.28575,10.25,0.00101243853051779,1
ANC,PVG,ANC_PVG,8077.036966666667,9.433333333333334,0.00101243853051779,1
ANC,SHA,ANC_SHA,8419.526166666667,9.833333333333334,0.00101243853051779,1
ANC,STS,ANC_STS,2982.5101166666664,3.4833333333333334,0.00101243853051779,1
ANC,TEB,ANC_TEB,5123.067616666666,5.983333333333333,0.00101243853051779,1
ANR,BGR,ANR_BGR,5651.0718,6.6,0.00101243853051779,1
ANR,DUB,ANR_DUB,1056.0083666666667,1.2333333333333334,0.00101243853051779,1
ANR,LTN,ANR_LTN,727.78955,0.85,0.0008678044547295343,1
ANR,ZAD,ANR_ZAD,1341.4160333333332,1.5666666666666667,0.0008678044547295343,1
ANU,AXA,ANU_AXA,399.5707333333333,0.4666666666666667,0.0008678044547295343,1
ANU,FLL,ANU_FLL,2454.5059333333334,2.8666666666666667,0.0008678044547295343,1
ANU,LBG,ANU_LBG,6164.8056,7.2,0.0008678044547295343,2
ANU,LRM,ANU_LRM,1013.1972166666666,1.1833333333333333,0.0008678044547295343,1
ANU,MIA,ANU_MIA,2597.2097666666664,3.033333333333333,0.0008678044547295343,2
ANU,PBI,ANU_PBI,2825.5359,3.3,0.0008678044547295343,4
ANU,PLS,ANU_PLS,1584.01255,1.85,0.0008678044547295343,1
ANU,SJU,ANU_SJU,699.2487833333333,0.8166666666666667,0.0008678044547295343,1
ANU,TEB,ANU_TEB,3638.94775,4.25,0.0008678044547295343,3
APA,APC,APA_APC,1997.8536666666666,2.3333333333333335,0.0008678044547295343,1
APA,ASE,APA_ASE,499.46341666666666,0.5833333333333334,0.0008678044547295343,4
APA,BJC,APA_BJC,242.59651666666664,0.2833333333333333,0.0008678044547295343,1
APA,BNA,APA_BNA,1783.7979166666667,2.0833333333333335,0.0008678044547295343,1
APA,BOS,APA_BOS,2711.372833333333,3.1666666666666665,0.0008678044547295343,1
APA,BTV,APA_BTV,2540.1282333333334,2.966666666666667,0.0008678044547295343,1
APA,CLD,APA_CLD,1541.2014,1.8,0.0008678044547295343,2
APA,CSL,APA_CSL,2140.5575,2.5,0.0008678044547295343,1
APA,DAL,APA_DAL,1270.0641166666667,1.4833333333333334,0.0008678044547295343,1
APA,DFW,APA_DFW,1198.7122,1.4,0.0008678044547295343,1
APA,EDI,APA_EDI,6906.865533333333,8.066666666666666,0.0008678044547295343,1
APA,ELH,APA_ELH,2811.2655166666664,3.283333333333333,0.0008678044547295343,2
APA,FSM,APA_FSM,1198.7122,1.4,0.0008678044547295343,1
APA,HIO,APA_HIO,2012.12405,2.35,0.0008678044547295343,2
APA,HPN,APA_HPN,2668.5616833333333,3.1166666666666667,0.0008678044547295343,1
APA,IAD,APA_IAD,2411.694783333333,2.8166666666666664,0.0008678044547295343,2
APA,INV,APA_INV,6550.10595,7.65,0.0008678044547295343,1
APA,LAS,APA_LAS,1184.4418166666667,1.3833333333333333,0.0008678044547295343,4
APA,LAX,APA_LAX,1612.5533166666667,1.8833333333333333,0.0008678044547295343,1
APA,OKC,APA_OKC,984.6564499999998,1.15,0.0008678044547295343,1
APA,OMA,APA_OMA,870.4933833333332,1.0166666666666666,0.0008678044547295343,1
APA,RIL,APA_RIL,742.0599333333333,0.8666666666666667,0.0008678044547295343,1
APA,SCF,APA_SCF,1227.2529666666667,1.4333333333333333,0.0008678044547295343,6
APA,SFO,APA_SFO,1740.9867666666664,2.033333333333333,0.0008678044547295343,1
APA,SJC,APA_SJC,1869.4202166666664,2.183333333333333,0.0008678044547295343,1
APA,SJD,APA_SJD,1983.583283333333,2.3166666666666664,0.0008678044547295343,2
APA,SLC,APA_SLC,813.41185,0.95,0.0008678044547295343,1
APA,SMF,APA_SMF,1712.446,2.0,0.0008678044547295343,1
APA,SRQ,APA_SRQ,2497.317083333333,2.9166666666666665,0.0008678044547295343,1
APA,TEB,APA_TEB,2511.587466666667,2.9333333333333336,0.0008678044547295343,1
APA,VNY,APA_VNY,1712.446,2.0,0.0008678044547295343,2
APC,BUR,APC_BUR,742.0599333333333,0.8666666666666667,0.0008678044547295343,1
APC,BZN,APC_BZN,1284.3345,1.5,0.0008678044547295343,1
APC,FRG,APC_FRG,3724.5700499999994,4.35,0.0008678044547295343,1
APC,HPN,APC_HPN,3781.6515833333333,4.416666666666667,0.0008678044547295343,1
APC,HSH,APC_HSH,841.9526166666666,0.9833333333333333,0.0007231703789412786,1
APC,LAS,APC_LAS,941.8453000000001,1.1,0.0007231703789412786,2
APC,LAX,APC_LAX,870.4933833333332,1.0166666666666666,0.0007231703789412786,1
APC,OGG,APC_OGG,4095.6000166666663,4.783333333333333,0.0007231703789412786,1
APC,PSM,APC_PSM,4181.222316666666,4.883333333333333,0.0007231703789412786,1
APC,QTC,APC_QTC,699.2487833333333,0.8166666666666667,0.0007231703789412786,1
APC,SJC,APC_SJC,385.30035,0.45,0.0007231703789412786,1
APC,SLC,APC_SLC,1041.7379833333334,1.2166666666666668,0.0007231703789412786,1
APC,SNA,APC_SNA,827.6822333333333,0.9666666666666667,0.0007231703789412786,2
APC,TEB,APC_TEB,3667.4885166666663,4.283333333333333,0.0007231703789412786,1
APC,VNY,APC_VNY,770.6007,0.9,0.0007231703789412786,1
APF,ALB,APF_ALB,2483.0467,2.9,0.0007231703789412786,1
APF,BCT,APF_BCT,399.5707333333333,0.4666666666666667,0.0007231703789412786,1
APF,BLM,APF_BLM,1926.50175,2.25,0.0007231703789412786,3
APF,BNA,APF_BNA,1569.7421666666667,1.8333333333333335,0.0007231703789412786,1
APF,BOS,APF_BOS,2226.1798,2.6,0.0007231703789412786,1
APF,CMH,APF_CMH,1740.9867666666664,2.033333333333333,0.0007231703789412786,1
APF,CUN,APF_CUN,1041.7379833333334,1.2166666666666668,0.0007231703789412786,1
APF,GUA,APF_GUA,1983.583283333333,2.3166666666666664,0.0007231703789412786,1
APF,HPN,APF_HPN,2026.3944333333332,2.3666666666666667,0.0007231703789412786,1
APF,ICT,APF_ICT,2383.1540166666664,2.783333333333333,0.0007231703789412786,1
APF,LAX,APF_LAX,4352.466916666666,5.083333333333333,0.0007231703789412786,1
APF,LEX,APF_LEX,1512.6606333333332,1.7666666666666666,0.0007231703789412786,1
APF,MIA,APF_MIA,342.4892,0.4,0.0007231703789412786,1
APF,NAS,APF_NAS,542.2745666666666,0.6333333333333333,0.0007231703789412786,1
APF,PBI,APF_PBI,385.30035,0.45,0.0007231703789412786,6
APF,PIE,APF_PIE,442.38188333333335,0.5166666666666667,0.0007231703789412786,1
APF,PLS,APF_PLS,1155.90105,1.35,0.0007231703789412786,1
APF,PWK,APF_PWK,2311.8021,2.7,0.0007231703789412786,2
APF,RDU,APF_RDU,1355.6864166666667,1.5833333333333335,0.0007231703789412786,1
APF,SJD,APF_SJD,3253.6474,3.8,0.0007231703789412786,1
APF,STT,APF_STT,2040.6648166666666,2.3833333333333333,0.0007231703789412786,1
APF,SUS,APF_SUS,1983.583283333333,2.3166666666666664,0.0007231703789412786,2
APF,SXM,APF_SXM,2126.2871166666664,2.4833333333333334,0.0007231703789412786,1
APF,TPA,APF_TPA,399.5707333333333,0.4666666666666667,0.0007231703789412786,1
APF,TTN,APF_TTN,2197.639033333333,2.5666666666666664,0.0007231703789412786,1
AQP,CUZ,AQP_CUZ,585.0857166666666,0.6833333333333333,0.0007231703789412786,1
AQP,LIM,AQP_LIM,998.9268333333333,1.1666666666666667,0.0007231703789412786,1
ARN,FRA,ARN_FRA,1498.39025,1.75,0.0007231703789412786,1
ARN,HPN,ARN_HPN,7106.650900000001,8.3,0.0007231703789412786,1
ARN,IAD,ARN_IAD,7220.813966666667,8.433333333333334,0.0007231703789412786,1
ARN,OSL,ARN_OSL,670.7080166666666,0.7833333333333333,0.0007231703789412786,1
ARN,PIK,ARN_PIK,1769.5275333333334,2.066666666666667,0.0007231703789412786,1
ARN,TEB,ARN_TEB,6621.457866666667,7.733333333333333,0.0007231703789412786,1
ASE,APA,ASE_APA,470.92265000000003,0.55,0.0007231703789412786,2
ASE,BED,ASE_BED,2911.1582,3.4,0.0007231703789412786,1
ASE,BJC,ASE_BJC,556.54495,0.65,0.0007231703789412786,1
ASE,DAL,ASE_DAL,1427.0383333333332,1.6666666666666665,0.0007231703789412786,3
ASE,DEN,ASE_DEN,442.38188333333335,0.5166666666666667,0.0007231703789412786,2
ASE,DLH,ASE_DLH,1555.4717833333332,1.8166666666666667,0.0007231703789412786,1
ASE,DWH,ASE_DWH,1655.3644666666667,1.9333333333333333,0.0007231703789412786,1
ASE,EGE,ASE_EGE,313.9484333333333,0.36666666666666664,0.0007231703789412786,1
ASE,FOK,ASE_FOK,2996.7805,3.5,0.0005785363031530228,1
ASE,FTW,ASE_FTW,1227.2529666666667,1.4333333333333333,0.0005785363031530228,1
ASE,HIO,ASE_HIO,1812.3386833333332,2.1166666666666667,0.0005785363031530228,1
ASE,HPN,ASE_HPN,2782.72475,3.25,0.0005785363031530228,1
ASE,IAD,ASE_IAD,2597.2097666666664,3.033333333333333,0.0005785363031530228,3
ASE,ICT,ASE_ICT,1013.1972166666666,1.1833333333333333,0.0005785363031530228,1
ASE,LAS,ASE_LAS,941.8453000000001,1.1,0.0005785363031530228,2
ASE,LIR,ASE_LIR,3795.921966666667,4.433333333333334,0.0005785363031530228,1
ASE,MDW,ASE_MDW,1798.0683,2.1,0.0005785363031530228,1
ASE,NUQ,ASE_NUQ,1726.7163833333332,2.0166666666666666,0.0005785363031530228,4
ASE,OPF,ASE_OPF,2882.6174333333333,3.3666666666666667,0.0005785363031530228,1
ASE,PBI,ASE_PBI,2911.1582,3.4,0.0005785363031530228,2
ASE,PDK,ASE_PDK,2040.6648166666666,2.3833333333333333,0.0005785363031530228,1
ASE,QSE,ASE_QSE,1541.2014,1.8,0.0005785363031530228,1
ASE,QTK,ASE_QTK,1655.3644666666667,1.9333333333333333,0.0005785363031530228,1
ASE,RIL,ASE_RIL,299.67805,0.35,0.0005785363031530228,2
ASE,RNO,ASE_RNO,1455.5791,1.7,0.0005785363031530228,1
ASE,SAN,ASE_SAN,1641.0940833333332,1.9166666666666665,0.0005785363031530228,1
ASE,SCF,ASE_SCF,941.8453000000001,1.1,0.0005785363031530228,1
ASE,SJC,ASE_SJC,1555.4717833333332,1.8166666666666667,0.0005785363031530228,1
ASE,SNA,ASE_SNA,1427.0383333333332,1.6666666666666665,0.0005785363031530228,1
ASE,SUS,ASE_SUS,1526.9310166666664,1.7833333333333332,0.0005785363031530228,1
ASE,TEB,ASE_TEB,2711.372833333333,3.1666666666666665,0.0005785363031530228,1
ASE,VNY,ASE_VNY,1327.14565,1.55,0.0005785363031530228,1
ATH,BCN,ATH_BCN,2197.639033333333,2.5666666666666664,0.0005785363031530228,1
ATH,BER,ATH_BER,2040.6648166666666,2.3833333333333333,0.0005785363031530228,1
ATH,BGO,ATH_BGO,3153.754716666667,3.6833333333333336,0.0005785363031530228,1
ATH,BGR,ATH_BGR,7877.251599999999,9.2,0.0005785363031530228,3
ATH,DLH,ATH_DLH,8776.28575,10.25,0.0005785363031530228,1
ATH,LBG,ATH_LBG,2483.0467,2.9,0.0005785363031530228,1
ATH,MAD,ATH_MAD,2925.428583333333,3.4166666666666665,0.0005785363031530228,1
ATH,SNN,ATH_SNN,3439.1623833333333,4.016666666666667,0.0005785363031530228,1
ATH,YYZ,ATH_YYZ,8819.0969,10.3,0.0005785363031530228,1
ATL,AHN,ATL_AHN,299.67805,0.35,0.0005785363031530228,1
ATL,AUS,ATL_AUS,1512.6606333333332,1.7666666666666666,0.0005785363031530228,2
ATL,JAX,ATL_JAX,599.3561,0.7,0.0005785363031530228,1
ATL,MDW,ATL_MDW,1327.14565,1.55,0.0005785363031530228,2
ATL,NAS,ATL_NAS,1298.6048833333332,1.5166666666666666,0.0005785363031530228,1
ATL,PBI,ATL_PBI,1484.1198666666667,1.7333333333333334,0.0005785363031530228,1
ATL,SDF,ATL_SDF,684.9784,0.8,0.0005785363031530228,1
ATW,HPN,ATW_HPN,1312.8752666666664,1.5333333333333332,0.0005785363031530228,1
AUA,PBI,AUA_PBI,2440.23555,2.85,0.0005785363031530228,2
AUA,TEB,AUA_TEB,3581.866216666667,4.183333333333334,0.0005785363031530228,1
AUH,DIA,AUH_DIA,642.16725,0.75,0.0005785363031530228,1
AUH,DXB,AUH_DXB,399.5707333333333,0.4666666666666667,0.0005785363031530228,1
AUH,JED,AUH_JED,2097.74635,2.45,0.0005785363031530228,1
AUH,LBG,AUH_LBG,6578.646716666666,7.683333333333334,0.0005785363031530228,2
AUH,RSI,AUH_RSI,2311.8021,2.7,0.0005785363031530228,1
AUH,SNN,AUH_SNN,7449.140099999999,8.7,0.0005785363031530228,2
AUO,CLL,AUO_CLL,1241.52335,1.45,0.0005785363031530228,1
AUO,PBI,AUO_PBI,1027.4676,1.2,0.0005785363031530228,1
AUS,APF,AUS_APF,1969.3128999999997,2.3,0.0005785363031530228,1
AUS,ASE,AUS_ASE,2026.3944333333332,2.3666666666666667,0.0005785363031530228,1
AUS,BFI,AUS_BFI,3253.6474,3.8,0.0005785363031530228,3
AUS,BNA,AUS_BNA,1327.14565,1.55,0.0005785363031530228,2
AUS,BOS,AUS_BOS,2854.076666666667,3.3333333333333335,0.0005785363031530228,1
AUS,BZN,AUS_BZN,2240.4501833333334,2.6166666666666667,0.0005785363031530228,1
AUS,CHO,AUS_CHO,1897.9609833333334,2.216666666666667,0.0005785363031530228,1
AUS,CLD,AUS_CLD,2040.6648166666666,2.3833333333333333,0.0005785363031530228,1
AUS,DAL,AUS_DAL,1284.3345,1.5,0.0005785363031530228,12
AUS,DLH,AUS_DLH,1912.2313666666666,2.2333333333333334,0.0005785363031530228,1
AUS,DWH,AUS_DWH,442.38188333333335,0.5166666666666667,0.0005785363031530228,2
AUS,EDI,AUS_EDI,7149.462049999999,8.35,0.0005785363031530228,1
AUS,FRG,AUS_FRG,2668.5616833333333,3.1166666666666667,0.0005785363031530228,1
AUS,GUC,AUS_GUC,1541.2014,1.8,0.0005785363031530228,1
AUS,HDN,AUS_HDN,1798.0683,2.1,0.0005785363031530228,2
AUS,HPN,AUS_HPN,2497.317083333333,2.9166666666666665,0.0005785363031530228,1
AUS,HSH,AUS_HSH,2126.2871166666664,2.4833333333333334,0.0005785363031530228,3
AUS,IAD,AUS_IAD,2097.74635,2.45,0.0005785363031530228,2
AUS,ICT,AUS_ICT,1056.0083666666667,1.2333333333333334,0.0005785363031530228,2
AUS,KOA,AUS_KOA,6150.535216666666,7.183333333333334,0.0005785363031530228,2
AUS,LAL,AUS_LAL,1740.9867666666664,2.033333333333333,0.0005785363031530228,1
AUS,LAS,AUS_LAS,2297.531716666667,2.6833333333333336,0.0005785363031530228,2
AUS,LAX,AUS_LAX,2254.7205666666664,2.6333333333333333,0.0005785363031530228,2
AUS,MDW,AUS_MDW,1698.1756166666667,1.9833333333333334,0.0005785363031530228,1
AUS,MIA,AUS_MIA,1726.7163833333332,2.0166666666666666,0.0005785363031530228,1
AUS,MRY,AUS_MRY,2796.9951333333333,3.2666666666666666,0.0005785363031530228,1
AUS,PBI,AUS_PBI,1840.87945,2.15,0.0005785363031530228,3
AUS,PDK,AUS_PDK,1569.7421666666667,1.8333333333333335,0.0005785363031530228,1
AUS,PDX,AUS_PDX,3196.5658666666664,3.7333333333333334,0.0005785363031530228,1
AUS,PSP,AUS_PSP,2169.0982666666664,2.533333333333333,0.0005785363031530228,1
AUS,PVR,AUS_PVR,1541.2014,1.8,0.0005785363031530228,1
AUS,QSO,AUS_QSO,2112.0167333333334,2.466666666666667,0.0005785363031530228,1
AUS,RIL,AUS_RIL,1798.0683,2.1,0.0005785363031530228,1
AUS,SFO,AUS_SFO,2839.806283333333,3.3166666666666664,0.0005785363031530228,1
AUS,SIR,AUS_SIR,8019.9554333333335,9.366666666666667,0.0005785363031530228,1
AUS,SJC,AUS_SJC,2796.9951333333333,3.2666666666666666,0.0005785363031530228,1
AUS,SJU,AUS_SJU,3453.4327666666663,4.033333333333333,0.0005785363031530228,1
AUS,SLC,AUS_SLC,2183.36865,2.55,0.0005785363031530228,1
AUS,SNA,AUS_SNA,2311.8021,2.7,0.0005785363031530228,2
AUS,SNN,AUS_SNN,6806.97285,7.95,0.0005785363031530228,1
AUS,TEB,AUS_TEB,2497.317083333333,2.9166666666666665,0.0005785363031530228,4
AUS,VNY,AUS_VNY,2268.99095,2.65,0.00043390222736476716,2
AVL,EDI,AVL_EDI,5850.857166666666,6.833333333333333,0.00043390222736476716,1
AVL,IAD,AVL_IAD,870.4933833333332,1.0166666666666666,0.00043390222736476716,1
AVL,MTN,AVL_MTN,956.1156833333333,1.1166666666666667,0.00043390222736476716,1
AVL,TEB,AVL_TEB,1170.1714333333332,1.3666666666666667,0.00043390222736476716,1
AVN,TEB,AVN_TEB,7049.569366666666,8.233333333333333,0.00043390222736476716,1
AVW,LAS,AVW_LAS,756.3303166666666,0.8833333333333333,0.00043390222736476716,1
AXA,CLT,AXA_CLT,3367.810466666667,3.9333333333333336,0.00043390222736476716,1
AXA,EWR,AXA_EWR,2868.34705,3.35,0.00043390222736476716,1
AXA,FLL,AXA_FLL,2283.261333333333,2.6666666666666665,0.00043390222736476716,2
AXA,HPN,AXA_HPN,3196.5658666666664,3.7333333333333334,0.00043390222736476716,2
AXA,IAD,AXA_IAD,3182.2954833333333,3.716666666666667,0.00043390222736476716,1
AXA,MIA,AXA_MIA,2440.23555,2.85,0.00043390222736476716,3
AXA,MMU,AXA_MMU,3410.6216166666663,3.9833333333333334,0.00043390222736476716,1
AXA,PBI,AXA_PBI,2411.694783333333,2.8166666666666664,0.00043390222736476716,1
AXA,PDK,AXA_PDK,3039.59165,3.55,0.00043390222736476716,1
AXA,STT,AXA_STT,413.84111666666666,0.48333333333333334,0.00043390222736476716,2
AXA,TEB,AXA_TEB,3653.2181333333333,4.266666666666667,0.00043390222736476716,3
AZO,IAD,AZO_IAD,1212.9825833333334,1.4166666666666667,0.00043390222736476716,2
AZS,TEB,AZS_TEB,2896.8878166666664,3.3833333333333333,0.00043390222736476716,1
BCB,FTY,BCB_FTY,742.0599333333333,0.8666666666666667,0.00043390222736476716,1
BCB,VDI,BCB_VDI,784.8710833333332,0.9166666666666666,0.00043390222736476716,1
BCN,ATH,BCN_ATH,1926.50175,2.25,0.00043390222736476716,1
BCN,FAB,BCN_FAB,1441.3087166666667,1.6833333333333333,0.00043390222736476716,2
BCN,FOK,BCN_FOK,6649.998633333333,7.766666666666667,0.00043390222736476716,1
BCN,GRO,BCN_GRO,328.21881666666667,0.38333333333333336,0.00043390222736476716,1
BCN,IAD,BCN_IAD,7292.165883333334,8.516666666666667,0.00043390222736476716,1
BCN,LAS,BCN_LAS,9746.671816666665,11.383333333333333,0.00043390222736476716,1
BCN,LCY,BCN_LCY,1569.7421666666667,1.8333333333333335,0.00043390222736476716,1
BCN,MOT,BCN_MOT,8062.766583333332,9.416666666666666,0.00043390222736476716,1
BCN,ORF,BCN_ORF,6806.97285,7.95,0.00043390222736476716,1
BCN,PBI,BCN_PBI,8134.1185,9.5,0.00043390222736476716,1
BCN,PRG,BCN_PRG,1569.7421666666667,1.8333333333333335,0.00043390222736476716,1
BCN,PWK,BCN_PWK,7691.736616666665,8.983333333333333,0.00043390222736476716,1
BCN,STN,BCN_STN,1484.1198666666667,1.7333333333333334,0.00043390222736476716,1
BCN,VLC,BCN_VLC,599.3561,0.7,0.00043390222736476716,1
BCT,APF,BCT_APF,371.02996666666667,0.43333333333333335,0.00043390222736476716,1
BCT,AVL,BCT_AVL,1198.7122,1.4,0.00043390222736476716,1
BCT,AXA,BCT_AXA,2054.9352,2.4,0.00043390222736476716,1
BCT,BLM,BCT_BLM,1912.2313666666666,2.2333333333333334,0.00043390222736476716,1
BCT,DAL,BCT_DAL,2311.8021,2.7,0.00043390222736476716,2
BCT,HPN,BCT_HPN,2140.5575,2.5,0.00043390222736476716,6
BCT,IAD,BCT_IAD,1783.7979166666667,2.0833333333333335,0.00043390222736476716,3
BCT,ICT,BCT_ICT,2425.965166666667,2.8333333333333335,0.00043390222736476716,1
BCT,JFK,BCT_JFK,1840.87945,2.15,0.00043390222736476716,1
BCT,LAS,BCT_LAS,4067.05925,4.75,0.00043390222736476716,1
BCT,LGA,BCT_LGA,1912.2313666666666,2.2333333333333334,0.00043390222736476716,1
BCT,LUK,BCT_LUK,1626.8237,1.9,0.00043390222736476716,2
BCT,MDW,BCT_MDW,2211.909416666667,2.5833333333333335,0.00043390222736476716,2
BCT,MHH,BCT_MHH,485.1930333333333,0.5666666666666667,0.00043390222736476716,2
BCT,MIA,BCT_MIA,328.21881666666667,0.38333333333333336,0.00043390222736476716,2
BCT,MMU,BCT_MMU,1912.2313666666666,2.2333333333333334,0.00043390222736476716,2
BCT,NAS,BCT_NAS,570.8153333333332,0.6666666666666666,0.00043390222736476716,4
BCT,ORL,BCT_ORL,528.0041833333333,0.6166666666666667,0.00043390222736476716,1
BCT,PBI,BCT_PBI,313.9484333333333,0.36666666666666664,0.00043390222736476716,9
BCT,PDK,BCT_PDK,1241.52335,1.45,0.00043390222736476716,1
BCT,PIE,BCT_PIE,513.7338,0.6,0.00043390222736476716,1
BCT,SJU,BCT_SJU,1883.6906000000001,2.2,0.00043390222736476716,1
BCT,TEB,BCT_TEB,2112.0167333333334,2.466666666666667,0.00043390222736476716,2
BDA,HVN,BDA_HVN,1598.2829333333332,1.8666666666666667,0.00043390222736476716,1
BDA,ILM,BDA_ILM,1769.5275333333334,2.066666666666667,0.00043390222736476716,1
BDA,MIA,BDA_MIA,2169.0982666666664,2.533333333333333,0.00043390222736476716,1
BDA,PBI,BDA_PBI,1983.583283333333,2.3166666666666664,0.00043390222736476716,1
BDA,TEB,BDA_TEB,1869.4202166666664,2.183333333333333,0.00043390222736476716,5
BDL,ABQ,BDL_ABQ,3696.029283333333,4.316666666666666,0.00043390222736476716,1
